lake_id,period,region,dominant_landcover,nof_lake_type,lake_perimeter,lake_depth,lake_area,lake_number,lake_name,east_nzmg,north_nzmg,median_NH4N_mg/L^-1,band_classification_NH4N,exceeding_national_bottom_line_NH4N1.3,median_CHLA_mg/m^3,band_classification_CHLA,exceeding_national_bottom_line_CHLA12,median_SECCHI_metre,median_TN_mg/m^3,band_classification_TN,national_bottom_line_TN,exceeding_national_bottom_line_TN,median_TP_mg/m^3,band_classification_TP,exceeding_national_bottom_line_TP50,median_TLI3,band_classification_TLI3
32287,2013-2017,Hawke's Bay,Pastoral,Stratified,2863.59,34.91,168662.8,,,2806781,6112630,0.008461,A,FALSE,6.476629,C,FALSE,3.881639,493.9972,C,750,FALSE,22.13137,C,FALSE,3.99049,Mesotrophic (average)
32338,2013-2017,Hawke's Bay,Pastoral,Polymictic,424.86,12.34,13009,,,2798104,6140781,0.017932,A,FALSE,5.693083,C,FALSE,3.449992,548.8471,C,800,FALSE,20.83531,C,FALSE,4.31829,Eutrophic (poor)
32427,2013-2017,Hawke's Bay,Native,Stratified,1134.15,21.07,53572.94,,,2828047,6210645,0.009293,A,FALSE,5.379228,C,FALSE,4.618355,328.0649,B,750,FALSE,18.63409,B,FALSE,4.008897,Eutrophic (poor)
32444,2013-2017,Hawke's Bay,Pastoral,Polymictic,543.86,14.12,17010.19,,,2827808,6219994,0.006576,A,FALSE,3.421106,B,FALSE,6.223898,322.2492,B,800,FALSE,12.04693,B,FALSE,3.799697,Mesotrophic (average)
32446,2013-2017,Hawke's Bay,Pastoral,Stratified,758.21,16.92,20319.94,,,2827913,6219812,0.006638,A,FALSE,3.107789,B,FALSE,8.249078,348.0533,B,750,FALSE,11.63545,B,FALSE,3.761069,Mesotrophic (average)
32448,2013-2017,Hawke's Bay,Pastoral,Polymictic,534.49,13.98,13765.88,,,2827499,6220496,0.00707,A,FALSE,5.85644,C,FALSE,4.654877,349.269,B,800,FALSE,17.68979,B,FALSE,4.006398,Eutrophic (poor)
32466,2013-2017,Hawke's Bay,Pastoral,Stratified,943.28,19.06,50535.19,,,2836765,6218349,0.008751,A,FALSE,6.645143,C,FALSE,4.442394,355.6098,C,750,FALSE,19.70138,B,FALSE,4.138085,Eutrophic (poor)
32478,2013-2017,Hawke's Bay,Pastoral,Stratified,941.86,19.04,58397.69,254,Lake OPOUAHI,2841512,6221481,0.007863,A,FALSE,5.366617,C,FALSE,4.3351,289.508,B,750,FALSE,13.66699,B,FALSE,3.722862,Mesotrophic (average)
32500,2013-2017,Hawke's Bay,Pastoral,Stratified,1027.15,19.96,11950.13,,,2922009,6227345,0.011859,A,FALSE,9.336034,C,FALSE,2.709337,457.7115,C,750,FALSE,22.06754,C,FALSE,4.079914,Eutrophic (poor)
32561,2013-2017,Hawke's Bay,Pastoral,Polymictic,587.37,14.72,15147.81,,,2809842,6114969,0.009922,A,FALSE,7.309353,C,FALSE,3.730508,596.1947,C,800,FALSE,20.4972,C,FALSE,4.306554,Eutrophic (poor)
32605,2013-2017,Hawke's Bay,Pastoral,Stratified,793.46,17.34,34100.38,,,2807286,6118186,0.008831,A,FALSE,6.685469,C,FALSE,3.357721,613.2455,C,750,FALSE,23.59095,C,FALSE,4.272465,Eutrophic (poor)
32611,2013-2017,Hawke's Bay,Pastoral,Stratified,905.87,18.64,26820.5,,,2808468,6118649,0.008693,A,FALSE,6.734711,C,FALSE,3.343643,614.2704,C,750,FALSE,24.24424,C,FALSE,4.26731,Eutrophic (poor)
32635,2013-2017,Hawke's Bay,Pastoral,Polymictic,606.92,14.99,11681.31,,,2808655,6119584,0.008783,A,FALSE,6.456919,C,FALSE,3.384473,622.7273,C,800,FALSE,23.42537,C,FALSE,4.230231,Eutrophic (poor)
32636,2013-2017,Hawke's Bay,Pastoral,Stratified,774.11,17.11,25720.69,,,2808588,6120013,0.010865,A,FALSE,7.198607,C,FALSE,3.36569,709.3163,C,750,FALSE,25.13042,C,FALSE,4.378054,Eutrophic (poor)
32639,2013-2017,Hawke's Bay,Pastoral,Stratified,1868.89,27.66,93845.88,,,2808485,6120520,0.012261,A,FALSE,8.473602,C,FALSE,3.494144,729.0567,C,750,FALSE,28.07855,C,FALSE,4.467706,Eutrophic (poor)
32647,2013-2017,Hawke's Bay,Pastoral,Stratified,634.21,15.35,10290.75,,,2809194,6120877,0.009063,A,FALSE,7.894862,C,FALSE,3.379612,705.5574,C,750,FALSE,25.44324,C,FALSE,4.373632,Eutrophic (poor)
32649,2013-2017,Hawke's Bay,Pastoral,Polymictic,581.95,14.65,13119.5,,,2808857,6121786,0.018219,A,FALSE,7.710474,C,FALSE,3.454467,712.3254,C,800,FALSE,22.65898,C,FALSE,4.358641,Eutrophic (poor)
32658,2013-2017,Hawke's Bay,Pastoral,Stratified,656.28,15.64,12617.06,,,2811892,6119849,0.010301,A,FALSE,7.234608,C,FALSE,3.367169,642.5303,C,750,FALSE,21.30628,C,FALSE,4.299791,Eutrophic (poor)
32667,2013-2017,Hawke's Bay,Pastoral,Polymictic,494.97,13.41,11977.19,,,2812118,6121442,0.013264,A,FALSE,6.881155,C,FALSE,3.138566,746.005,C,800,FALSE,21.85311,C,FALSE,4.413788,Eutrophic (poor)
32727,2013-2017,Hawke's Bay,Pastoral,Stratified,728.82,16.56,27026.94,,,2820064,6107205,0.009502,A,FALSE,5.599418,C,FALSE,3.980091,602.8799,C,750,FALSE,24.46824,C,FALSE,4.204934,Eutrophic (poor)
32777,2013-2017,Hawke's Bay,Pastoral,Stratified,1058.56,20.3,15491.5,,,2826355,6107571,0.007942,A,FALSE,7.781844,C,FALSE,4.157236,534.3579,C,750,FALSE,28.17749,C,FALSE,4.208145,Eutrophic (poor)
32805,2013-2017,Hawke's Bay,Pastoral,Stratified,5316.35,48.9,1530000,,,2810863,6125499,0.010049,A,FALSE,6.654274,C,FALSE,2.445135,739.7442,C,750,FALSE,28.43223,C,FALSE,4.245212,Eutrophic (poor)
32835,2013-2017,Hawke's Bay,Pastoral,Stratified,921.87,18.82,30122.06,,,2817555,6124464,0.006526,A,FALSE,7.834868,C,FALSE,2.655307,657.5163,C,750,FALSE,21.80776,C,FALSE,4.203679,Eutrophic (poor)
32836,2013-2017,Hawke's Bay,Pastoral,Stratified,623.12,15.2,13162.56,,,2818042,6124749,0.018345,A,FALSE,6.168096,C,FALSE,2.67169,726.6822,C,750,FALSE,21.16189,C,FALSE,4.347016,Eutrophic (poor)
32852,2013-2017,Hawke's Bay,Pastoral,Stratified,810.59,17.55,19216.44,,,2818362,6125730,0.007943,A,FALSE,7.074495,C,FALSE,2.562143,692.1463,C,750,FALSE,18.67454,B,FALSE,4.225858,Eutrophic (poor)
32996,2013-2017,Hawke's Bay,Pastoral,Polymictic,462.7,12.93,13274.63,,,2824408,6113229,0.008156,A,FALSE,7.332402,C,FALSE,3.933679,468.0362,B,800,FALSE,24.02136,C,FALSE,4.20527,Eutrophic (poor)
33008,2013-2017,Hawke's Bay,Pastoral,Polymictic,485.38,13.27,11168.38,,,2828483,6113418,0.008943,A,FALSE,7.331951,C,FALSE,3.629907,583.621,C,800,FALSE,26.65635,C,FALSE,4.349193,Eutrophic (poor)
33009,2013-2017,Hawke's Bay,Pastoral,Stratified,1061.17,20.32,43286.63,,,2829536,6112263,0.00854,A,FALSE,6.751819,C,FALSE,3.554884,520.6191,C,750,FALSE,25.14562,C,FALSE,4.248145,Eutrophic (poor)
33010,2013-2017,Hawke's Bay,Pastoral,Polymictic,530.37,13.93,14360.19,,,2829687,6112113,0.008752,A,FALSE,7.191422,C,FALSE,3.556149,511.51,C,800,FALSE,24.23198,C,FALSE,4.239743,Eutrophic (poor)
33027,2013-2017,Hawke's Bay,Pastoral,Stratified,1010.83,19.79,27244,,,2826819,6116313,0.009144,A,FALSE,6.713203,C,FALSE,3.423061,518.4245,C,750,FALSE,22.73668,C,FALSE,4.247373,Eutrophic (poor)
33033,2013-2017,Hawke's Bay,Pastoral,Stratified,745.86,16.77,14753.63,,,2830020,6114892,0.010996,A,FALSE,8.037988,C,FALSE,3.594624,651.4298,C,750,FALSE,25.0205,C,FALSE,4.417726,Eutrophic (poor)
33062,2013-2017,Hawke's Bay,Pastoral,Polymictic,601.13,14.91,23136.06,,,2821436,6103236,0.009197,A,FALSE,5.344086,C,FALSE,3.782019,582.8347,C,800,FALSE,25.16442,C,FALSE,4.229693,Eutrophic (poor)
33063,2013-2017,Hawke's Bay,Pastoral,Stratified,783.64,17.23,11745.88,,,2821476,6103612,0.010018,A,FALSE,7.126548,C,FALSE,3.701649,575.5024,C,750,FALSE,29.41071,C,FALSE,4.247305,Eutrophic (poor)
33065,2013-2017,Hawke's Bay,Pastoral,Polymictic,432.09,12.45,11220.88,,,2822366,6103818,0.00891,A,FALSE,6.7103,C,FALSE,3.832911,627.5753,C,800,FALSE,26.32997,C,FALSE,4.361432,Eutrophic (poor)
33083,2013-2017,Hawke's Bay,Pastoral,Polymictic,575.05,14.55,12586.06,,,2824398,6104176,0.009392,A,FALSE,7.805236,C,FALSE,3.730733,559.837,C,800,FALSE,26.28373,C,FALSE,4.300245,Eutrophic (poor)
33085,2013-2017,Hawke's Bay,Pastoral,Polymictic,591.65,14.78,12437.5,,,2826880,6103359,0.010081,A,FALSE,13.52582,D,TRUE,2.00375,571.3737,C,800,FALSE,24.75744,C,FALSE,4.525093,Eutrophic (poor)
33095,2013-2017,Hawke's Bay,Pastoral,Polymictic,460.27,12.89,11138.44,,,2827571,6104568,0.00704,A,FALSE,7.668327,C,FALSE,3.533321,517.1052,C,800,FALSE,19.70409,B,FALSE,4.011658,Eutrophic (poor)
33101,2013-2017,Hawke's Bay,Pastoral,Polymictic,539.42,14.05,12048.31,,,2829185,6104320,0.009658,A,FALSE,12.18259,D,TRUE,2.055813,561.2934,C,800,FALSE,23.08535,C,FALSE,4.43469,Eutrophic (poor)
33117,2013-2017,Hawke's Bay,Pastoral,Polymictic,531.54,13.94,14722.13,,,2832223,6105300,0.010699,A,FALSE,13.83476,D,TRUE,2.131834,570.8895,C,800,FALSE,29.4393,C,FALSE,4.522069,Eutrophic (poor)
33133,2013-2017,Hawke's Bay,Pastoral,Stratified,610.5,15.04,14983.5,,,2833298,6107230,0.008451,A,FALSE,8.50798,C,FALSE,3.717906,492.5307,C,750,FALSE,25.33847,C,FALSE,4.220158,Eutrophic (poor)
33143,2013-2017,Hawke's Bay,Pastoral,Stratified,710.06,16.33,20275.31,,,2832488,6108568,0.006519,A,FALSE,8.13431,C,FALSE,3.039648,483.205,C,750,FALSE,18.08076,B,FALSE,4.059029,Eutrophic (poor)
33151,2013-2017,Hawke's Bay,Pastoral,Polymictic,479.75,13.18,13510.13,,,2832314,6109763,0.008802,A,FALSE,6.461584,C,FALSE,3.140097,506.3575,C,800,FALSE,23.84081,C,FALSE,4.201081,Eutrophic (poor)
33152,2013-2017,Hawke's Bay,Pastoral,Stratified,1167.4,21.41,24740.38,,,2833036,6109796,0.008586,A,FALSE,6.843463,C,FALSE,3.151506,510.2116,C,750,FALSE,24.88754,C,FALSE,4.231163,Eutrophic (poor)
33158,2013-2017,Hawke's Bay,Pastoral,Stratified,712.27,16.35,15991.88,,,2833119,6108791,0.006984,A,FALSE,7.359954,C,FALSE,3.114133,434.8879,C,750,FALSE,17.60532,B,FALSE,4.031855,Eutrophic (poor)
33189,2013-2017,Hawke's Bay,Pastoral,Polymictic,481.68,13.21,10790.5,,,2823836,6117458,0.008683,A,FALSE,6.626435,C,FALSE,3.523928,492.5405,B,800,FALSE,23.63178,C,FALSE,4.21247,Eutrophic (poor)
33228,2013-2017,Hawke's Bay,Pastoral,Stratified,654.29,15.61,15540.19,,,2824355,6117035,0.007836,A,FALSE,7.136102,C,FALSE,3.513677,441.0428,C,750,FALSE,22.40583,C,FALSE,4.174872,Eutrophic (poor)
33230,2013-2017,Hawke's Bay,Pastoral,Polymictic,566.75,14.44,11922.31,,,2824491,6117679,0.00868,A,FALSE,7.169505,C,FALSE,3.484775,445.5935,B,800,FALSE,23.46807,C,FALSE,4.187428,Eutrophic (poor)
33237,2013-2017,Hawke's Bay,Pastoral,Polymictic,479.84,13.19,10663.5,,,2824683,6118395,0.008451,A,FALSE,7.215843,C,FALSE,3.688557,469.711,B,800,FALSE,23.95938,C,FALSE,4.216876,Eutrophic (poor)
33269,2013-2017,Hawke's Bay,Pastoral,Stratified,616.38,15.11,11984.69,,,2824735,6119947,0.009083,A,FALSE,6.569099,C,FALSE,3.305431,600.0854,C,750,FALSE,20.89593,C,FALSE,4.286687,Eutrophic (poor)
33287,2013-2017,Hawke's Bay,Pastoral,Stratified,1363.83,23.3,50172.81,,,2828506,6119674,0.008752,A,FALSE,6.727149,C,FALSE,3.380007,530.7694,C,750,FALSE,24.32571,C,FALSE,4.251073,Eutrophic (poor)
33288,2013-2017,Hawke's Bay,Pastoral,Polymictic,401.02,11.96,10283.5,,,2827753,6120436,0.008899,A,FALSE,7.141371,C,FALSE,3.624355,470.7434,B,800,FALSE,24.10622,C,FALSE,4.227265,Eutrophic (poor)
33293,2013-2017,Hawke's Bay,Pastoral,Stratified,800.18,17.42,20710.81,,,2829255,6120660,0.009207,A,FALSE,7.782116,C,FALSE,3.352595,603.0367,C,750,FALSE,25.2984,C,FALSE,4.350933,Eutrophic (poor)
33307,2013-2017,Hawke's Bay,Pastoral,Polymictic,452.3,12.77,13065.44,,,2832519,6111410,0.008787,A,FALSE,7.610134,C,FALSE,3.445822,552.3707,C,800,FALSE,25.93683,C,FALSE,4.334673,Eutrophic (poor)
33309,2013-2017,Hawke's Bay,Pastoral,Stratified,2388.3,31.62,109432.5,,,2831730,6112098,0.008995,A,FALSE,7.486614,C,FALSE,3.517487,526.816,C,750,FALSE,27.85245,C,FALSE,4.275895,Eutrophic (poor)
33336,2013-2017,Hawke's Bay,Pastoral,Stratified,1340.27,23.08,24119.5,,,2830693,6115864,0.007987,A,FALSE,7.343894,C,FALSE,3.595292,467.9992,C,750,FALSE,23.74874,C,FALSE,4.169462,Eutrophic (poor)
33337,2013-2017,Hawke's Bay,Pastoral,Stratified,666.32,15.77,19790.31,,,2831814,6114982,0.009177,A,FALSE,7.275115,C,FALSE,3.708736,491.883,C,750,FALSE,24.68436,C,FALSE,4.197532,Eutrophic (poor)
33392,2013-2017,Hawke's Bay,Pastoral,Stratified,1139.9,21.13,30298.56,,,2833384,6117145,0.007093,A,FALSE,6.805517,C,FALSE,4.902344,375.7968,C,750,FALSE,23.3551,C,FALSE,4.165868,Eutrophic (poor)
33427,2013-2017,Hawke's Bay,Pastoral,Stratified,716.68,16.41,13727.13,,,2832426,6121350,0.010449,A,FALSE,7.079895,C,FALSE,3.386996,595.5178,C,750,FALSE,26.16963,C,FALSE,4.362685,Eutrophic (poor)
33429,2013-2017,Hawke's Bay,Pastoral,Stratified,1322.13,22.91,32380.88,,,2832652,6121640,0.011296,A,FALSE,7.159264,C,FALSE,3.352595,627.0648,C,750,FALSE,25.81065,C,FALSE,4.401846,Eutrophic (poor)
33437,2013-2017,Hawke's Bay,Pastoral,Stratified,905.04,18.63,17461.31,,,2834155,6121202,0.008858,A,FALSE,7.269274,C,FALSE,3.374412,456.5539,C,750,FALSE,23.09071,C,FALSE,4.202788,Eutrophic (poor)
33553,2013-2017,Hawke's Bay,Pastoral,Stratified,757.52,16.91,13048.94,,,2834791,6130798,0.011435,A,FALSE,6.904431,C,FALSE,2.577283,685.9657,C,750,FALSE,26.04133,C,FALSE,4.435675,Eutrophic (poor)
33594,2013-2017,Hawke's Bay,Pastoral,Polymictic,438.67,12.56,10721.75,,,2821301,6127107,0.006879,A,FALSE,6.441382,C,FALSE,2.695804,530.5226,C,800,FALSE,17.42085,B,FALSE,4.137686,Eutrophic (poor)
33597,2013-2017,Hawke's Bay,Pastoral,Stratified,649.49,15.55,20713.31,,,2820884,6127642,0.007709,A,FALSE,6.377317,C,FALSE,2.750536,675.6313,C,750,FALSE,17.5701,B,FALSE,4.182685,Eutrophic (poor)
33601,2013-2017,Hawke's Bay,Pastoral,Polymictic,563.99,14.4,10158.81,,,2823742,6125609,0.009721,A,FALSE,6.165557,C,FALSE,2.638267,606.6771,C,800,FALSE,23.62204,C,FALSE,4.348798,Eutrophic (poor)
33606,2013-2017,Hawke's Bay,Pastoral,Stratified,735.23,16.64,19009.56,,,2823932,6126181,0.009298,A,FALSE,6.560353,C,FALSE,2.568202,699.5165,C,750,FALSE,24.25924,C,FALSE,4.35907,Eutrophic (poor)
33614,2013-2017,Hawke's Bay,Pastoral,Stratified,637.47,15.39,15866.75,,,2825005,6122678,0.008833,A,FALSE,6.39117,C,FALSE,3.047716,643.9797,C,750,FALSE,23.97454,C,FALSE,4.304975,Eutrophic (poor)
33622,2013-2017,Hawke's Bay,Pastoral,Stratified,775.56,17.13,13268,,,2826202,6124970,0.009306,A,FALSE,6.75836,C,FALSE,2.799714,652.2077,C,750,FALSE,23.79296,C,FALSE,4.37965,Eutrophic (poor)
33638,2013-2017,Hawke's Bay,Pastoral,Stratified,623.96,15.22,17805.88,,,2828349,6124416,0.009211,A,FALSE,6.354687,C,FALSE,3.065726,585.4255,C,750,FALSE,23.12958,C,FALSE,4.323404,Eutrophic (poor)
33651,2013-2017,Hawke's Bay,Pastoral,Stratified,1546.09,24.95,15897.81,,,2825593,6127696,0.012359,A,FALSE,6.746536,C,FALSE,2.802731,790.6266,D,750,TRUE,24.79389,C,FALSE,4.492902,Eutrophic (poor)
33652,2013-2017,Hawke's Bay,Pastoral,Stratified,903.09,18.61,11661.44,,,2825906,6127133,0.010729,A,FALSE,6.060972,C,FALSE,2.770663,744.9311,C,750,FALSE,23.65732,C,FALSE,4.495768,Eutrophic (poor)
33672,2013-2017,Hawke's Bay,Pastoral,Polymictic,507.81,13.6,12059.63,,,2828917,6126324,0.009284,A,FALSE,6.28511,C,FALSE,2.901591,553.6142,C,800,FALSE,23.26864,C,FALSE,4.284551,Eutrophic (poor)
33732,2013-2017,Hawke's Bay,Pastoral,Stratified,2682.88,33.69,23370.75,,,2824989,6129238,0.011088,A,FALSE,7.279298,C,FALSE,2.852751,733.0447,C,750,FALSE,26.03554,C,FALSE,4.38331,Eutrophic (poor)
33734,2013-2017,Hawke's Bay,Pastoral,Polymictic,543.78,14.12,12228.19,,,2825885,6128810,0.011519,A,FALSE,7.291456,C,FALSE,2.799526,736.3314,C,800,FALSE,24.99702,C,FALSE,4.480243,Eutrophic (poor)
33735,2013-2017,Hawke's Bay,Pastoral,Polymictic,533.37,13.97,15252.69,,,2827168,6128228,0.009403,A,FALSE,7.15184,C,FALSE,2.533653,680.0719,C,800,FALSE,24.45129,C,FALSE,4.413961,Eutrophic (poor)
33779,2013-2017,Hawke's Bay,Pastoral,Stratified,719.16,16.44,11937.88,,,2828703,6131933,0.018832,A,FALSE,6.234113,C,FALSE,2.763999,625.9163,C,750,FALSE,20.81016,C,FALSE,4.282123,Eutrophic (poor)
33781,2013-2017,Hawke's Bay,Pastoral,Polymictic,583.36,14.67,13356.75,,,2828975,6132005,0.018407,A,FALSE,6.500745,C,FALSE,2.737943,533.3163,C,800,FALSE,19.58882,B,FALSE,4.26855,Eutrophic (poor)
33834,2013-2017,Hawke's Bay,Pastoral,Stratified,2455.14,32.1,107173.1,,,2834654,6122567,0.00947,A,FALSE,7.453226,C,FALSE,3.389381,477.267,C,750,FALSE,22.84416,C,FALSE,4.289551,Eutrophic (poor)
33862,2013-2017,Hawke's Bay,Pastoral,Polymictic,523.21,13.82,12069.38,,,2830880,6127407,0.010065,A,FALSE,6.959701,C,FALSE,3.151775,481.0863,B,800,FALSE,18.74994,B,FALSE,4.249278,Eutrophic (poor)
33865,2013-2017,Hawke's Bay,Pastoral,Polymictic,597.97,14.87,13984.44,,,2833358,6125308,0.008637,A,FALSE,6.912439,C,FALSE,3.740642,459.7171,B,800,FALSE,24.02676,C,FALSE,4.243299,Eutrophic (poor)
33905,2013-2017,West Coast,Native,Stratified,894.08,18.51,49027.56,,,2390600,5902633,0.006875,A,FALSE,4.126979,B,FALSE,6.487593,260.9653,B,750,FALSE,11.29654,B,FALSE,3.366547,Mesotrophic (average)
33927,2013-2017,West Coast,Native,Stratified,730.72,16.58,13528.69,,,2392192,5907174,0.006973,A,FALSE,1.608259,A,FALSE,5.709074,250.1181,B,750,FALSE,11.14674,B,FALSE,2.770147,Oligotrophic (good)
33941,2013-2017,Hawke's Bay,Pastoral,Polymictic,577.72,14.59,14044.31,,,2834194,6133870,0.010286,A,FALSE,6.510471,C,FALSE,2.667433,627.9412,C,800,FALSE,23.96436,C,FALSE,4.337423,Eutrophic (poor)
33949,2013-2017,Hawke's Bay,Pastoral,Stratified,1031.48,20.01,33430.88,,,2837791,6130106,0.010229,A,FALSE,8.303822,C,FALSE,2.781149,666.8076,C,750,FALSE,26.05408,C,FALSE,4.464962,Eutrophic (poor)
33970,2013-2017,Hawke's Bay,Pastoral,Polymictic,526.1,13.86,10025.31,,,2838587,6131856,0.009031,A,FALSE,6.902696,C,FALSE,2.846209,498.6108,B,800,FALSE,19.93987,B,FALSE,4.273986,Eutrophic (poor)
34051,2013-2017,Manawatū-Whanganui,Native,Stratified,741.22,16.71,34804,,,2779076,6165828,0.006226,A,FALSE,3.206879,B,FALSE,9.786074,329.2876,B,750,FALSE,12.26019,B,FALSE,3.895681,Mesotrophic (average)
34093,2013-2017,Hawke's Bay,Pastoral,Stratified,633.31,15.34,16825.56,,,2851883,6155981,0.011027,A,FALSE,7.81432,C,FALSE,2.730771,614.8009,C,750,FALSE,23.8881,C,FALSE,4.361014,Eutrophic (poor)
34118,2013-2017,Hawke's Bay,Pastoral,Stratified,925.89,18.87,43203.5,,,2823122,6159949,0.013704,A,FALSE,6.649401,C,FALSE,2.790607,718.4354,C,750,FALSE,25.18487,C,FALSE,4.386329,Eutrophic (poor)
34133,2013-2017,Hawke's Bay,Pastoral,Polymictic,596.07,14.84,18181.94,,,2827508,6159125,0.011037,A,FALSE,11.70044,C,FALSE,1.383125,869.823,D,800,TRUE,22.19061,C,FALSE,4.858215,Eutrophic (poor)
34140,2013-2017,Hawke's Bay,Pastoral,Polymictic,576.92,14.58,14304.75,,,2847886,6159208,0.031769,B,FALSE,7.768419,C,FALSE,1.294944,1049.886,D,800,TRUE,22.31551,C,FALSE,4.837533,Eutrophic (poor)
34200,2013-2017,Waikato,Exotic forest,Stratified,725.22,16.51,16031.75,,,2773347,6247042,0.005022,A,FALSE,3.831275,B,FALSE,7.298568,403.0087,C,750,FALSE,12.43543,B,FALSE,3.840444,Mesotrophic (average)
34222,2013-2017,Hawke's Bay,Exotic forest,Stratified,882.81,18.38,20150.06,,,2853970,6233052,0.008641,A,FALSE,5.657978,C,FALSE,5.084472,326.2589,B,750,FALSE,19.27522,B,FALSE,4.033433,Eutrophic (poor)
34298,2013-2017,West Coast,Native,Stratified,1086.15,20.58,30741.94,,,2379808,5916924,0.007685,A,FALSE,7.09898,C,FALSE,3.858864,514.0281,C,750,FALSE,24.83058,C,FALSE,4.205785,Eutrophic (poor)
34299,2013-2017,West Coast,Native,Stratified,2919.24,35.28,430052.9,,,2380578,5916792,0.008369,A,FALSE,6.318235,C,FALSE,3.791102,417.2849,C,750,FALSE,15.67044,B,FALSE,3.692765,Mesotrophic (average)
34301,2013-2017,West Coast,Native,Stratified,1138.56,21.12,45246.44,,,2379875,5918045,0.008574,A,FALSE,7.268256,C,FALSE,3.771641,488.586,C,750,FALSE,22.69022,C,FALSE,4.085095,Eutrophic (poor)
34312,2013-2017,West Coast,Native,Stratified,678.75,15.93,29497.94,,,2395223,5912386,0.006262,A,FALSE,4.259173,B,FALSE,7.68936,294.302,B,750,FALSE,11.44825,B,FALSE,3.542207,Mesotrophic (average)
34434,2013-2017,Hawke's Bay,Pastoral,Polymictic,601.25,14.91,16099.25,,,2792477,6149186,0.00724,A,FALSE,3.71859,B,FALSE,7.815727,361.4456,B,800,FALSE,16.91662,B,FALSE,3.874268,Mesotrophic (average)
34496,2013-2017,Hawke's Bay,Pastoral,Polymictic,392.76,11.82,10084.69,,,2799918,6179376,0.007044,A,FALSE,5.649138,C,FALSE,5.47202,342.4402,B,800,FALSE,18.23341,B,FALSE,3.94455,Mesotrophic (average)
34599,2013-2017,Hawke's Bay,Pastoral,Stratified,924.34,18.85,60044.94,,,2850108,6165472,0.01214,A,FALSE,12.07287,D,TRUE,1.41773,846.4421,D,750,TRUE,23.03174,C,FALSE,4.916353,Eutrophic (poor)
34626,2013-2017,Hawke's Bay,Pastoral,Stratified,753.69,16.86,23594.44,,,2855081,6159698,0.009167,A,FALSE,7.871293,C,FALSE,2.96049,610.1375,C,750,FALSE,23.15282,C,FALSE,4.336722,Eutrophic (poor)
34653,2013-2017,Hawke's Bay,Pastoral,Polymictic,429.46,12.41,11397.31,,,2867623,6238072,0.009863,A,FALSE,7.669872,C,FALSE,3.546653,430.6957,B,800,FALSE,19.85522,B,FALSE,4.182612,Eutrophic (poor)
34663,2013-2017,Hawke's Bay,Pastoral,Stratified,4874.61,46.65,604599.2,,,2900923,6230056,0.023336,A,FALSE,5.616123,C,FALSE,1.986823,744.2966,C,750,FALSE,23.64837,C,FALSE,4.441451,Eutrophic (poor)
34664,2013-2017,Hawke's Bay,Pastoral,Polymictic,514.56,13.7,11500.13,,,2906214,6229134,0.015302,A,FALSE,4.015829,B,FALSE,2.032847,662.6981,C,800,FALSE,17.69467,B,FALSE,4.184287,Eutrophic (poor)
34665,2013-2017,Hawke's Bay,Pastoral,Stratified,14177.22,83.46,4750000,,,2904101,6229907,0.016696,A,FALSE,9.627109,C,FALSE,1.817982,720.6888,C,750,FALSE,32.33438,C,FALSE,4.691674,Eutrophic (poor)
34666,2013-2017,Hawke's Bay,Pastoral,Stratified,1827.22,27.33,65544.44,,,2908126,6229110,0.01191,A,FALSE,16.12071,D,TRUE,1.766153,623.7131,C,750,FALSE,42.06571,C,FALSE,4.562039,Eutrophic (poor)
34667,2013-2017,Hawke's Bay,Pastoral,Polymictic,578.25,14.6,10264.69,,,2907817,6229009,0.014758,A,FALSE,4.649746,B,FALSE,1.923537,688.2139,C,800,FALSE,19.32632,B,FALSE,4.202398,Eutrophic (poor)
34668,2013-2017,Hawke's Bay,Pastoral,Stratified,2165.97,29.98,91203.81,,,2908788,6228971,0.015359,A,FALSE,4.193049,B,FALSE,2.072966,570.941,C,750,FALSE,19.6424,B,FALSE,4.109943,Eutrophic (poor)
34669,2013-2017,Hawke's Bay,Pastoral,Stratified,2400.57,31.71,46615.88,,,2907675,6229716,0.012548,A,FALSE,16.00807,D,TRUE,1.651423,618.9502,C,750,FALSE,42.36843,C,FALSE,4.635847,Eutrophic (poor)
34688,2013-2017,Hawke's Bay,Native,Stratified,4385.83,44.04,238453.9,,,2923909,6248366,0.009313,A,FALSE,4.289595,B,FALSE,3.960054,281.5001,B,750,FALSE,10.343,B,FALSE,3.559953,Mesotrophic (average)
34689,2013-2017,Hawke's Bay,Native,Stratified,3135.28,36.68,153388.8,,,2924677,6248771,0.009977,A,FALSE,4.163168,B,FALSE,3.957276,319.4495,B,750,FALSE,10.58328,B,FALSE,3.649106,Mesotrophic (average)
34690,2013-2017,Hawke's Bay,Native,Stratified,1794.93,27.06,60151.31,,,2925288,6249037,0.00823,A,FALSE,5.16944,C,FALSE,3.98296,342.825,B,750,FALSE,13.54343,B,FALSE,3.845329,Mesotrophic (average)
34726,2013-2017,Hawke's Bay,Pastoral,Polymictic,504.47,13.55,13746.81,,,2816027,6135834,0.00789,A,FALSE,5.280292,C,FALSE,2.65776,533.7731,C,800,FALSE,19.4307,B,FALSE,4.12973,Eutrophic (poor)
